route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
90797,3285,178415495,ARR:26013:1042,Maastricht Station,1042,,0,,1129980.0,0,
90797,3285,178415490,ARR:26013:1029,Kanne,1029,,1,,1129981.0,0,
90797,3285,178415497,ARR:26013:1050,Maastricht Station,1050,,0,,1129980.0,0,
90796,3285,178415460,ARR:26012:1078,Boschpoort,1078,,0,,1129977.0,0,
90796,3285,178415459,ARR:26012:1077,Villapark,1077,,1,,1129976.0,0,
90796,3285,178415450,ARR:26012:1050,Boschpoort,1050,,0,,1129977.0,0,
90792,3285,178415163,ARR:26008:1050,Maastricht Boschpoort,1050,,0,,1129949.0,0,
90797,3285,178415479,ARR:26013:1062,Maastricht Station,1062,,0,,1129980.0,0,
90792,3285,178415155,ARR:26008:1009,Valkenburg,1009,,1,,1129953.0,0,
90796,3285,178415424,ARR:26012:1006,Boschpoort,1006,,0,,1129977.0,0,
90798,3285,178415533,ARR:26015:1101,Eijsden,1101,,1,,1129984.0,0,
90786,3285,178414737,ARR:26002:1134,Oud Caberg,1134,,0,,1129892.0,0,
90786,3285,178414790,ARR:26002:1122,Oud Caberg,1122,,0,,1129892.0,0,
90789,3285,178414883,ARR:26005:1001,Heugem,1001,,1,,1129924.0,0,
90790,3285,178415138,ARR:26006:1250,Daalhof,1250,,0,,1129937.0,0,
90790,3285,178415105,ARR:26006:1134,Daalhof,1134,,0,,1129933.0,0,
90798,3285,178415435,ARR:26015:1058,Daalhof,1058,,0,,1129985.0,0,
90789,3285,178414940,ARR:26005:1105,Heugem,1105,,1,,1129924.0,0,
90789,3285,178414904,ARR:26005:1021,Heugem,1021,,1,,1129924.0,0,
90785,3285,178414594,ARR:26001:1102,Malberg,1102,,0,,1129875.0,0,
90786,3285,178414784,ARR:26002:1105,De Heeg,1105,,1,,1129890.0,0,
90786,3285,178414620,ARR:26002:1030,Oud Caberg,1030,,0,,1129891.0,0,
90786,3285,178414780,ARR:26002:1101,De Heeg,1101,,1,,1129889.0,0,
90786,3285,178414800,ARR:26002:1138,Oud Caberg,1138,,0,,1129892.0,0,
90786,3285,178414758,ARR:26002:1053,De Heeg,1053,,1,,1129889.0,0,
90786,3285,178414711,ARR:26002:1026,Oud Caberg,1026,,0,,1129891.0,0,
90789,3285,178414938,ARR:26005:1101,Heugem,1101,,1,,1129924.0,0,
90789,3285,178414968,ARR:26005:1017,Heugem,1017,,1,,1129924.0,0,
90789,3285,178414913,ARR:26005:1029,Heugem,1029,,1,,1129924.0,0,
